HourOfDay,DayOfWeek,CrimeType,AreaUnit,Victimisations,Year,Month
15,Thu,Theft and Related Offences,Hagley Park,1,2021,8
19,Thu,Theft and Related Offences,Rolleston South East,1,2021,8
20,Thu,Theft and Related Offences,Kaiapoi South,1,2021,8
10,Thu,Theft and Related Offences,Darfield,1,2021,3
0,Thu,Theft and Related Offences,Cathedral Square,1,2021,7
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi North West,1,2020,11
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rutland,1,2020,11
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Aranui,1,2020,11
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Woolston South,1,2020,11
18,Thu,Theft and Related Offences,Northcote,1,2020,12
18,Thu,Theft and Related Offences,Prestons,1,2020,12
18,Thu,Theft and Related Offences,St Albans East,1,2020,12
19,Thu,Theft and Related Offences,Aranui,1,2020,12
18,Thu,Theft and Related Offences,Mt Pleasant,2,2021,4
16,Thu,Theft and Related Offences,Avon Loop,1,2021,2
20,Thu,Theft and Related Offences,Cathedral Square,1,2021,2
11,Thu,Theft and Related Offences,West Melton,1,2021,3
13,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Styx Mill,1,2020,11
13,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Woolston South,1,2020,11
13,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Linwood North,1,2020,11
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Casebrook,1,2020,11
19,Thu,Theft and Related Offences,Barrington North,1,2020,12
19,Thu,Theft and Related Offences,Hurunui,1,2020,12
20,Thu,Theft and Related Offences,Mona Vale,1,2020,12
20,Thu,Theft and Related Offences,Riccarton,1,2020,12
20,Thu,Theft and Related Offences,Hagley Park,1,2021,3
14,Thu,Theft and Related Offences,Addington,1,2021,4
17,Thu,Theft and Related Offences,Cathedral Square,1,2021,4
7,Thu,Theft and Related Offences,Rawhiti,1,2021,4
15,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",St Albans East,1,2020,11
16,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Merivale,1,2020,11
20,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Watlington,1,2020,11
23,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Ensors,1,2020,11
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",New Brighton,1,2020,11
8,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Barrington North,1,2020,11
8,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Mansfield,1,2020,11
0,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Avondale,1,2020,12
20,Thu,Theft and Related Offences,Upper Riccarton,1,2020,12
20,Thu,Theft and Related Offences,Rolleston North East,1,2020,12
20,Thu,Theft and Related Offences,Clarkville,1,2020,12
21,Thu,Theft and Related Offences,Addington,1,2020,12
9,Thu,Theft and Related Offences,Seaview,1,2021,4
21,Thu,Theft and Related Offences,Avon Loop,1,2021,5
11,Thu,Theft and Related Offences,Northcote,1,2021,6
14,Thu,Theft and Related Offences,Wainoni,1,2021,7
21,Thu,Theft and Related Offences,Cathedral Square,1,2021,7
21,Thu,Theft and Related Offences,Glenwood,1,2021,7
1,Thu,Theft and Related Offences,Belfast,1,2021,8
9,Thu,Theft and Related Offences,Redwood South,1,2021,8
0,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Prestons,1,2020,12
1,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Avondale,1,2020,12
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Sumner,1,2020,12
13,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Spreydon,1,2020,12
22,Thu,Theft and Related Offences,Cathedral Square,1,2020,12
22,Thu,Theft and Related Offences,Sockburn,1,2020,12
6,Thu,Theft and Related Offences,Bromley,1,2020,12
7,Thu,Theft and Related Offences,Addington,1,2020,12
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Avon Loop,1,2020,12
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West,1,2020,12
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rolleston South East,1,2020,12
16,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West,1,2020,12
8,Thu,Theft and Related Offences,Linwood East,1,2020,12
8,Thu,Theft and Related Offences,Waimairi Beach,1,2020,12
8,Thu,Theft and Related Offences,Kaiapoi South,1,2020,12
9,Thu,Theft and Related Offences,Islington,1,2020,12
22,Thu,Theft and Related Offences,Riccarton,1,2021,2
7,Thu,Theft and Related Offences,Parkside,1,2021,2
14,Thu,Theft and Related Offences,Northcote,1,2021,4
17,Thu,Theft and Related Offences,Ferrymead,1,2021,4
9,Thu,Theft and Related Offences,Sydenham,1,2020,12
12,Thu,Theft and Related Offences,Malvern,1,2021,1
12,Thu,Theft and Related Offences,Taitapu,1,2021,1
13,Thu,Theft and Related Offences,Bishopdale North,1,2021,1
16,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Upper Riccarton,1,2020,12
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rangiora East,1,2020,12
20,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Hagley Park,1,2020,12
21,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Shirley West,1,2020,12
18,Thu,Theft and Related Offences,Spreydon,1,2021,4
19,Thu,Theft and Related Offences,Sockburn,1,2021,4
20,Thu,Theft and Related Offences,Cathedral Square,1,2021,4
13,Thu,Theft and Related Offences,Cathedral Square,1,2021,5
14,Thu,Theft and Related Offences,Casebrook,1,2021,5
22,Thu,Theft and Related Offences,Sockburn,1,2021,5
10,Thu,Theft and Related Offences,Riccarton,1,2021,6
19,Thu,Theft and Related Offences,Halswell South,1,2021,6
13,Thu,Theft and Related Offences,Sockburn,1,2021,1
13,Thu,Theft and Related Offences,Sydenham,1,2021,1
14,Thu,Theft and Related Offences,Rawhiti,1,2021,1
14,Thu,Theft and Related Offences,Rangiora North,1,2021,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Paparua,1,2020,12
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Casebrook,1,2020,12
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Dallington,1,2020,12
6,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond South,1,2020,12
15,Thu,Theft and Related Offences,Belfast,1,2021,1
15,Thu,Theft and Related Offences,Riccarton,1,2021,1
15,Thu,Theft and Related Offences,Shirley East,1,2021,1
15,Thu,Theft and Related Offences,Woolston West,1,2021,1
13,Thu,Theft and Related Offences,Kaiapoi North West,1,2021,7
14,Thu,Theft and Related Offences,Hornby North,1,2021,7
18,Thu,Theft and Related Offences,Hornby North,1,2021,7
14,Thu,Theft and Related Offences,Northcote,1,2021,8
0,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Bishopdale North,1,2021,1
1,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Ilam,1,2021,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Dallington,1,2021,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Marchwiel,1,2021,1
15,Thu,Theft and Related Offences,West Melton,1,2021,1
16,Thu,Theft and Related Offences,Shirley East,1,2021,1
18,Thu,Theft and Related Offences,Linwood,1,2021,1
18,Thu,Theft and Related Offences,Prestons,1,2021,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Sockburn,1,2021,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington,1,2021,1
13,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Mairehau,1,2021,1
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti,1,2021,1
18,Thu,Theft and Related Offences,Shirley East,1,2021,1
19,Thu,Theft and Related Offences,Shirley East,1,2021,1
21,Thu,Theft and Related Offences,Addington,1,2021,1
21,Thu,Theft and Related Offences,Islington,1,2021,1
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Shirley West,1,2021,1
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rakaia,1,2021,1
17,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rangiora North,1,2021,1
2,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown,1,2021,1
21,Thu,Theft and Related Offences,Papanui,1,2021,1
21,Thu,Theft and Related Offences,Sydenham,1,2021,1
23,Thu,Theft and Related Offences,Cathedral Square,1,2021,1
23,Thu,Theft and Related Offences,Pegasus,1,2021,1
3,Thu,Theft and Related Offences,Yaldhurst,1,2021,1
9,Thu,Theft and Related Offences,Avon Loop,1,2021,1
16,Thu,Theft and Related Offences,Belfast,1,2020,9
16,Thu,Theft and Related Offences,Northcote,1,2020,9
2,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Westmorland,1,2021,1
2,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Highfield Park,1,2021,1
22,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Rutland,1,2021,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Ilam,1,2021,1
16,Thu,Theft and Related Offences,Waimataitai,1,2020,9
17,Thu,Theft and Related Offences,Cathedral Square,1,2020,9
17,Thu,Theft and Related Offences,Linwood East,1,2020,9
18,Thu,Theft and Related Offences,Northcote,1,2020,9
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Upper Riccarton,1,2021,1
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",West Melton,1,2021,1
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi North East,1,2021,1
5,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Bishopdale,1,2021,1
18,Thu,Theft and Related Offences,Papanui,1,2020,9
18,Thu,Theft and Related Offences,Southbrook,1,2020,9
19,Thu,Theft and Related Offences,Linwood East,1,2020,9
19,Thu,Theft and Related Offences,Papanui,1,2020,9
5,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Linwood,1,2021,1
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West,2,2020,9
5,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Upper Riccarton,2,2020,10
0,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Cashmere West,1,2020,9
19,Thu,Theft and Related Offences,Richmond South,1,2020,9
19,Thu,Theft and Related Offences,Rolleston North East,1,2020,9
19,Thu,Theft and Related Offences,Parkside,1,2020,9
20,Thu,Theft and Related Offences,Cathedral Square,1,2020,9
20,Thu,Theft and Related Offences,Northcote,1,2020,9
20,Thu,Theft and Related Offences,Redwood North,1,2020,9
21,Thu,Theft and Related Offences,Linwood,1,2020,9
22,Thu,Theft and Related Offences,Northcote,1,2020,9
6,Thu,Theft and Related Offences,Hoon Hay,1,2020,9
8,Thu,Theft and Related Offences,Linwood East,1,2020,9
8,Thu,Theft and Related Offences,Rolleston North East,1,2020,9
10,Thu,Theft and Related Offences,Linwood East,1,2020,9
0,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Rolleston North East,1,2020,9
0,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti,1,2020,9
1,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Cashmere West,1,2020,9
13,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Aranui,1,2020,9
10,Thu,Theft and Related Offences,Redwood South,1,2020,9
10,Thu,Theft and Related Offences,Shirley East,1,2020,9
10,Thu,Theft and Related Offences,Seaview,1,2020,9
10,Thu,Theft and Related Offences,Southbrook,1,2020,9
14,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Deans Bush,1,2020,9
14,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Fendalton,1,2020,9
17,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Bexley,1,2020,9
18,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Fendalton,1,2020,9
11,Thu,Theft and Related Offences,Hornby North,1,2020,9
12,Thu,Theft and Related Offences,Linwood East,1,2020,9
12,Thu,Theft and Related Offences,Northcote,1,2020,9
12,Thu,Theft and Related Offences,Parkside,1,2020,9
2,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton,1,2020,9
20,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Wigram,1,2020,9
20,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Wigram,1,2020,9
9,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington,1,2020,9
13,Thu,Theft and Related Offences,Cathedral Square,1,2020,9
13,Thu,Theft and Related Offences,Riccarton,1,2020,9
13,Thu,Theft and Related Offences,Shirley East,1,2020,9
13,Thu,Theft and Related Offences,Shirley East,1,2020,9
9,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Rutland,1,2020,9
1,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimairi Beach,1,2020,10
10,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Parklands,1,2020,10
10,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Russley,1,2020,10
14,Thu,Theft and Related Offences,Northcote,1,2020,9
14,Thu,Theft and Related Offences,Sydenham,1,2020,9
14,Thu,Theft and Related Offences,Woolston West,1,2020,9
14,Thu,Theft and Related Offences,Highfield,1,2020,9
10,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate,1,2020,10
11,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",West Melton,1,2020,10
15,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West,1,2020,10
15,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Woolston South,1,2020,10
14,Thu,Theft and Related Offences,Seaview,1,2020,9
15,Thu,Theft and Related Offences,Cathedral Square,1,2020,9
15,Thu,Theft and Related Offences,Cathedral Square,1,2020,9
0,Thu,Theft and Related Offences,Shirley East,1,2020,10
16,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Shirley West,1,2020,10
18,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Wharenui,1,2020,10
18,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Strowan,1,2020,10
19,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Waltham,1,2020,10
1,Thu,Theft and Related Offences,Cathedral Square,1,2020,10
11,Thu,Theft and Related Offences,Cathedral Square,1,2020,10
12,Thu,Theft and Related Offences,Ferrymead,1,2020,10
12,Thu,Theft and Related Offences,Middleton,1,2020,10
2,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashley Gorge,1,2020,10
21,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Lehmans,1,2020,10
21,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Sockburn,1,2020,10
21,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Wigram,1,2020,10
23,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Hurunui,1,2020,10
13,Thu,Theft and Related Offences,Casebrook,1,2020,10
13,Thu,Theft and Related Offences,Cathedral Square,1,2020,10
13,Thu,Theft and Related Offences,Waltham,1,2020,10
13,Thu,Theft and Related Offences,Seaview,1,2020,10
4,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Oaklands East,1,2020,10
5,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Netherby,1,2020,10
9,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Lehmans,1,2020,10
1,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Holmwood,1,2020,11
14,Thu,Theft and Related Offences,Avon Loop,1,2020,10
14,Thu,Theft and Related Offences,Hornby North,1,2020,10
14,Thu,Theft and Related Offences,Shirley East,1,2020,10
14,Thu,Theft and Related Offences,Shirley West,1,2020,10
1,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Holmwood,1,2020,11
10,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Hawthornden,1,2020,11
11,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Mairehau,1,2020,11
12,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Bishopdale North,1,2020,11
14,Thu,Theft and Related Offences,St Martins,1,2020,10
14,Thu,Theft and Related Offences,Seaview,1,2020,10
15,Thu,Theft and Related Offences,Belfast,1,2020,10
15,Thu,Theft and Related Offences,Woolston South,1,2020,10
16,Thu,Theft and Related Offences,Northcote,1,2020,10
17,Thu,Theft and Related Offences,Linwood East,1,2020,10
17,Thu,Theft and Related Offences,Papanui,1,2020,10
18,Thu,Theft and Related Offences,Cathedral Square,1,2020,10
12,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Springston,1,2020,11
13,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Sydenham,1,2020,11
15,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Redwood North,1,2020,11
17,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond North,1,2020,11
18,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Halswell South,1,2020,11
3,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashley Gorge,1,2020,11
9,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Avon Loop,1,2020,11
0,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Aorangi,1,2020,12
18,Thu,Theft and Related Offences,Linwood East,1,2020,10
19,Thu,Theft and Related Offences,Cathedral Square,1,2020,10
19,Thu,Theft and Related Offences,Phillipstown,1,2020,10
20,Thu,Theft and Related Offences,Mona Vale,1,2020,10
20,Thu,Theft and Related Offences,Riccarton,1,2020,10
20,Thu,Theft and Related Offences,Rangiora East,1,2020,10
21,Thu,Theft and Related Offences,Northcote,1,2020,10
9,Thu,Theft and Related Offences,Mona Vale,1,2020,10
10,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",North Beach,1,2020,12
11,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Sumner,1,2020,12
11,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Highfield,1,2020,12
12,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Avonside,1,2020,12
9,Thu,Theft and Related Offences,Northcote,1,2020,10
10,Thu,Theft and Related Offences,Cathedral Square,1,2020,11
10,Thu,Theft and Related Offences,Cathedral Square,1,2020,11
10,Thu,Theft and Related Offences,Riccarton,1,2020,11
10,Thu,Theft and Related Offences,Spreydon,1,2020,11
10,Thu,Theft and Related Offences,Rangiora East,1,2020,11
11,Thu,Theft and Related Offences,Cathedral Square,1,2020,11
11,Thu,Theft and Related Offences,Rangiora East,1,2020,11
12,Thu,Theft and Related Offences,Spreydon,1,2020,11
13,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Lyttelton,1,2020,12
14,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashley Gorge,1,2020,12
14,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti,1,2020,12
16,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimairi Beach,1,2020,12
12,Thu,Theft and Related Offences,Highfield,1,2020,11
12,Thu,Theft and Related Offences,Waimataitai,1,2020,11
12,Thu,Theft and Related Offences,Washdyke,1,2020,11
12,Thu,Theft and Related Offences,Kaiapoi South,1,2020,11
15,Thu,Theft and Related Offences,Cathedral Square,1,2020,11
15,Thu,Theft and Related Offences,Cathedral Square,1,2020,11
15,Thu,Theft and Related Offences,Northcote,1,2020,11
15,Thu,Theft and Related Offences,Riccarton,1,2020,11
15,Thu,Theft and Related Offences,Shirley East,1,2020,11
16,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Bishopdale,1,2020,12
16,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Rawhiti,1,2020,12
17,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Middleton,1,2020,12
19,Tue,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown,1,2020,12
15,Thu,Theft and Related Offences,Southbrook,1,2020,11
16,Thu,Theft and Related Offences,Belfast,1,2020,11
16,Thu,Theft and Related Offences,Shirley East,1,2020,11
16,Thu,Theft and Related Offences,Parkside,1,2020,11
16,Thu,Theft and Related Offences,Parkside,1,2020,11
