Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
5,Sat,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Redwood South.,5,Canterbury Region,Christchurch City.,1/12/2020,2508702,Canterbury Region,Christchurch City,1
10,Sat,Theft and Related Offences,Selwyn District,"Theft (Except Motor Vehicles), N.E.C.",Rolleston South East.,10,Canterbury Region,Selwyn District.,1/09/2020,2719500,Canterbury Region,Selwyn District,1
11,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Linwood.,11,Canterbury Region,Christchurch City.,1/09/2020,2608500,Canterbury Region,Christchurch City,1
16,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Shirley East.,16,Canterbury Region,Christchurch City.,1/10/2020,2598600,Canterbury Region,Christchurch City,1
13,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,13,Canterbury Region,Christchurch City.,1/07/2021,2652700,Canterbury Region,Christchurch City,1
17,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,17,Canterbury Region,Christchurch City.,1/07/2021,2649300,Canterbury Region,Christchurch City,1
18,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,18,Canterbury Region,Christchurch City.,1/07/2021,2651700,Canterbury Region,Christchurch City,1
2,Fri,Acts Intended to Cause Injury,Ashburton District,Common Assault,Ashburton Central West.,2,Canterbury Region,Ashburton District.,1/07/2021,2739100,Canterbury Region,Ashburton District,1
11,Sun,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,11,Canterbury Region,Christchurch City.,1/06/2021,2649400,Canterbury Region,Christchurch City,1
1,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Russley.,1,Canterbury Region,Christchurch City.,1/08/2021,2520601,Canterbury Region,Christchurch City,1
4,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Papanui.,4,Canterbury Region,Christchurch City.,1/06/2021,2663800,Canterbury Region,Christchurch City,1
2,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Bromley.,2,Canterbury Region,Christchurch City.,1/07/2021,2580000,Canterbury Region,Christchurch City,1
19,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Bexley.,19,Canterbury Region,Christchurch City.,1/07/2021,2571600,Canterbury Region,Christchurch City,1
22,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Barrington North.,22,Canterbury Region,Christchurch City.,1/07/2021,2639600,Canterbury Region,Christchurch City,1
22,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Wharenui.,22,Canterbury Region,Christchurch City.,1/07/2021,2540000,Canterbury Region,Christchurch City,1
3,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Cathedral Square.,3,Canterbury Region,Christchurch City.,1/07/2021,2651400,Canterbury Region,Christchurch City,1
11,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Paparua.,11,Canterbury Region,Christchurch City.,1/09/2020,2494600,Canterbury Region,Christchurch City,1
13,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Aranui.,13,Canterbury Region,Christchurch City.,1/11/2020,2575800,Canterbury Region,Christchurch City,1
16,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Northcote.,16,Canterbury Region,Christchurch City.,1/11/2020,2664702,Canterbury Region,Christchurch City,1
20,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Avondale.,20,Canterbury Region,Christchurch City.,1/11/2020,2577001,Canterbury Region,Christchurch City,1
12,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Bishopdale North.,12,Canterbury Region,Christchurch City.,1/07/2021,2526200,Canterbury Region,Christchurch City,1
12,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Cathedral Square.,12,Canterbury Region,Christchurch City.,1/07/2021,2648200,Canterbury Region,Christchurch City,1
13,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Bromley.,13,Canterbury Region,Christchurch City.,1/07/2021,2580000,Canterbury Region,Christchurch City,1
14,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Addington.,14,Canterbury Region,Christchurch City.,1/07/2021,2658200,Canterbury Region,Christchurch City,1
20,Tue,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Barrington South.,20,Canterbury Region,Christchurch City.,1/08/2021,2637100,Canterbury Region,Christchurch City,1
20,Tue,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Shirley East.,20,Canterbury Region,Christchurch City.,1/08/2021,2596200,Canterbury Region,Christchurch City,1
20,Tue,Theft and Related Offences,Timaru District,"Theft (Except Motor Vehicles), N.E.C.",Waimataitai.,20,Canterbury Region,Timaru District.,1/08/2021,2781800,Canterbury Region,Timaru District,1
21,Tue,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Merivale.,21,Canterbury Region,Christchurch City.,1/08/2021,2676500,Canterbury Region,Christchurch City,1
5,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Highfield Park.,5,Canterbury Region,Christchurch City.,1/11/2020,2503504,Canterbury Region,Christchurch City,1
8,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Lincoln.,8,Canterbury Region,Selwyn District.,1/11/2020,2500900,Canterbury Region,Selwyn District,1
8,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Mairehau.,8,Canterbury Region,Christchurch City.,1/11/2020,2680100,Canterbury Region,Christchurch City,1
8,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi South.,8,Canterbury Region,Waimakariri District.,1/11/2020,2454001,Canterbury Region,Waimakariri District,1
16,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Opawa.,16,Canterbury Region,Christchurch City.,1/09/2020,2585200,Canterbury Region,Christchurch City,1
17,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Addington.,17,Canterbury Region,Christchurch City.,1/09/2020,2659400,Canterbury Region,Christchurch City,1
18,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Burnside.,18,Canterbury Region,Christchurch City.,1/09/2020,2518505,Canterbury Region,Christchurch City,1
0,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Upper Riccarton.,0,Canterbury Region,Christchurch City.,1/10/2020,2542202,Canterbury Region,Christchurch City,1
22,Wed,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Cashmere West.,22,Canterbury Region,Christchurch City.,1/11/2020,2549500,Canterbury Region,Christchurch City,2
0,Fri,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,Papanui.,0,Canterbury Region,Christchurch City.,1/09/2020,2661900,Canterbury Region,Christchurch City,1
11,Fri,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,Wairarapa.,11,Canterbury Region,Christchurch City.,1/10/2020,2517600,Canterbury Region,Christchurch City,1
23,Fri,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,Dallington.,23,Canterbury Region,Christchurch City.,1/10/2020,2599200,Canterbury Region,Christchurch City,1
15,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Clarkville.,15,Canterbury Region,Waimakariri District.,1/01/2021,2455505,Canterbury Region,Waimakariri District,1
16,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Hinds.,16,Canterbury Region,Ashburton District.,1/01/2021,2744100,Canterbury Region,Ashburton District,1
18,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hornby South.,18,Canterbury Region,Christchurch City.,1/01/2021,2492100,Canterbury Region,Christchurch City,1
19,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington.,19,Canterbury Region,Christchurch City.,1/01/2021,2658300,Canterbury Region,Christchurch City,1
13,Fri,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,Avonside.,13,Canterbury Region,Christchurch City.,1/06/2021,2615500,Canterbury Region,Christchurch City,1
6,Fri,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,North Beach.,6,Canterbury Region,Christchurch City.,1/06/2021,2565800,Canterbury Region,Christchurch City,1
12,Fri,Sexual Assault and Related Offences,Selwyn District,Aggravated Sexual Assault,Lincoln.,12,Canterbury Region,Selwyn District.,1/08/2021,2500900,Canterbury Region,Selwyn District,1
18,Fri,Sexual Assault and Related Offences,Christchurch City,Non-Aggravated Sexual Assault,Paparua.,18,Canterbury Region,Christchurch City.,1/08/2021,2495600,Canterbury Region,Christchurch City,1
0,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Redwood South.,0,Canterbury Region,Christchurch City.,1/04/2021,2508600,Canterbury Region,Christchurch City,1
1,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Sockburn.,1,Canterbury Region,Christchurch City.,1/04/2021,2479800,Canterbury Region,Christchurch City,1
14,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Woolston West.,14,Canterbury Region,Christchurch City.,1/04/2021,2592300,Canterbury Region,Christchurch City,1
18,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Hornby North.,18,Canterbury Region,Christchurch City.,1/04/2021,2488300,Canterbury Region,Christchurch City,1
21,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Avon Loop.,21,Canterbury Region,Christchurch City.,1/10/2020,2657700,Canterbury Region,Christchurch City,1
3,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Sumner.,3,Canterbury Region,Christchurch City.,1/11/2020,2704400,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Hendersons Basin.,14,Canterbury Region,Christchurch City.,1/12/2020,2484603,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Rawhiti.,17,Canterbury Region,Christchurch City.,1/12/2020,2561700,Canterbury Region,Christchurch City,1
20,Fri,Acts Intended to Cause Injury,Timaru District,Common Assault,Waimataitai.,20,Canterbury Region,Timaru District.,1/07/2021,2782000,Canterbury Region,Timaru District,1
21,Fri,Acts Intended to Cause Injury,Timaru District,Common Assault,Seaview.,21,Canterbury Region,Timaru District.,1/07/2021,2791500,Canterbury Region,Timaru District,1
22,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,22,Canterbury Region,Christchurch City.,1/07/2021,2651400,Canterbury Region,Christchurch City,1
0,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Fendalton.,0,Canterbury Region,Christchurch City.,1/08/2021,2543100,Canterbury Region,Christchurch City,1
10,Fri,Acts Intended to Cause Injury,Timaru District,Common Assault,Marchwiel.,10,Canterbury Region,Timaru District.,1/08/2021,2784400,Canterbury Region,Timaru District,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaikoura District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaikoura Rural.,3,Canterbury Region,Kaikoura District.,1/07/2021,2314600,Canterbury Region,Kaikoura District,1
7,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Islington.,7,Canterbury Region,Christchurch City.,1/07/2021,2499000,Canterbury Region,Christchurch City,1
18,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Highfield.,18,Canterbury Region,Timaru District.,1/07/2021,2786801,Canterbury Region,Timaru District,1
15,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,15,Canterbury Region,Christchurch City.,1/06/2021,2649300,Canterbury Region,Christchurch City,1
4,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Lyttelton.,4,Canterbury Region,Christchurch City.,1/07/2021,2710500,Canterbury Region,Christchurch City,1
4,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Riccarton.,4,Canterbury Region,Christchurch City.,1/07/2021,2473500,Canterbury Region,Christchurch City,1
7,Fri,Theft and Related Offences,Timaru District,Theft of Motor Vehicle Parts or Contents,Waimataitai.,7,Canterbury Region,Timaru District.,1/07/2021,2781800,Canterbury Region,Timaru District,1
9,Fri,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Hagley Park.,9,Canterbury Region,Christchurch City.,1/07/2021,2678500,Canterbury Region,Christchurch City,1
4,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,4,Canterbury Region,Christchurch City.,1/01/2021,2652200,Canterbury Region,Christchurch City,1
6,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton South.,6,Canterbury Region,Christchurch City.,1/01/2021,2476100,Canterbury Region,Christchurch City,1
7,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,7,Canterbury Region,Christchurch City.,1/01/2021,2649800,Canterbury Region,Christchurch City,1
8,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Chertsey.,8,Canterbury Region,Ashburton District.,1/01/2021,2745400,Canterbury Region,Ashburton District,1
1,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Cathedral Square.,1,Canterbury Region,Christchurch City.,1/12/2020,2649400,Canterbury Region,Christchurch City,1
20,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Ensors.,20,Canterbury Region,Christchurch City.,1/01/2021,2580500,Canterbury Region,Christchurch City,1
10,Fri,Acts Intended to Cause Injury,Timaru District,Serious Assault Resulting in Injury,Waimataitai.,10,Canterbury Region,Timaru District.,1/09/2020,2781800,Canterbury Region,Timaru District,1
10,Fri,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Paparua.,10,Canterbury Region,Christchurch City.,1/10/2020,2494600,Canterbury Region,Christchurch City,1
14,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Prestons.,14,Canterbury Region,Christchurch City.,1/07/2021,2506800,Canterbury Region,Christchurch City,1
15,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Middleton.,15,Canterbury Region,Christchurch City.,1/07/2021,2538901,Canterbury Region,Christchurch City,1
15,Fri,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Shirley East.,15,Canterbury Region,Christchurch City.,1/07/2021,2596200,Canterbury Region,Christchurch City,1
